"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2018","17","17049","Effingham County (IL)","33,708","3,277","2,656","3,898","2,656 to 3,898","9.7","7.9","11.5","7.9 to 11.5","7,974","1,012","753","1,271","753 to 1,271","12.7","9.5","15.9","9.5 to 15.9","5,707","687","498","876","498 to 876","12.0","8.7","15.3","8.7 to 15.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,773","$55,432","$66,114","$55,432 to $66,114"
"2018","17","17051","Fayette County (IL)","19,688","2,924","2,296","3,552","2,296 to 3,552","14.9","11.7","18.1","11.7 to 18.1","4,381","917","672","1,162","672 to 1,162","20.9","15.3","26.5","15.3 to 26.5","3,140","631","444","818","444 to 818","20.1","14.2","26.0","14.2 to 26.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,484","$43,207","$51,761","$43,207 to $51,761"
"2018","17","17053","Ford County (IL)","12,812","1,248","960","1,536","960 to 1,536","9.7","7.5","11.9","7.5 to 11.9","2,993","476","348","604","348 to 604","15.9","11.6","20.2","11.6 to 20.2","2,191","318","221","415","221 to 415","14.5","10.1","18.9","10.1 to 18.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,357","$50,469","$60,245","$50,469 to $60,245"
"2018","17","17055","Franklin County (IL)","38,017","7,358","6,279","8,437","6,279 to 8,437","19.4","16.6","22.2","16.6 to 22.2","8,396","2,187","1,698","2,676","1,698 to 2,676","26.0","20.2","31.8","20.2 to 31.8","6,069","1,463","1,079","1,847","1,079 to 1,847","24.1","17.8","30.4","17.8 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,071","$38,338","$45,804","$38,338 to $45,804"
"2018","17","17057","Fulton County (IL)","32,011","4,559","3,761","5,357","3,761 to 5,357","14.2","11.7","16.7","11.7 to 16.7","6,713","1,375","1,081","1,669","1,081 to 1,669","20.5","16.1","24.9","16.1 to 24.9","4,986","918","689","1,147","689 to 1,147","18.4","13.8","23.0","13.8 to 23.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,258","$47,415","$55,101","$47,415 to $55,101"
"2018","17","17059","Gallatin County (IL)","5,018","1,029","831","1,227","831 to 1,227","20.5","16.6","24.4","16.6 to 24.4","1,014","323","251","395","251 to 395","31.9","24.8","39.0","24.8 to 39.0","757","202","144","260","144 to 260","26.7","19.1","34.3","19.1 to 34.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,330","$38,891","$47,769","$38,891 to $47,769"
"2018","17","17061","Greene County (IL)","12,712","1,772","1,384","2,160","1,384 to 2,160","13.9","10.9","16.9","10.9 to 16.9","2,724","542","393","691","393 to 691","19.9","14.4","25.4","14.4 to 25.4","2,041","384","268","500","268 to 500","18.8","13.1","24.5","13.1 to 24.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,314","$42,553","$52,075","$42,553 to $52,075"
"2018","17","17063","Grundy County (IL)","50,582","2,991","2,320","3,662","2,320 to 3,662","5.9","4.6","7.2","4.6 to 7.2","12,721","1,058","773","1,343","773 to 1,343","8.3","6.1","10.5","6.1 to 10.5","9,531","732","509","955","509 to 955","7.7","5.4","10.0","5.4 to 10.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$79,348","$73,412","$85,284","$73,412 to $85,284"
"2018","17","17065","Hamilton County (IL)","8,062","990","747","1,233","747 to 1,233","12.3","9.3","15.3","9.3 to 15.3","1,769","347","250","444","250 to 444","19.6","14.1","25.1","14.1 to 25.1","1,312","239","164","314","164 to 314","18.2","12.5","23.9","12.5 to 23.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,028","$48,555","$57,501","$48,555 to $57,501"
"2018","17","17067","Hancock County (IL)","17,616","1,955","1,528","2,382","1,528 to 2,382","11.1","8.7","13.5","8.7 to 13.5","3,664","617","454","780","454 to 780","16.8","12.3","21.3","12.3 to 21.3","2,695","384","260","508","260 to 508","14.2","9.6","18.8","9.6 to 18.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,553","$48,567","$58,539","$48,567 to $58,539"
"2018","17","17069","Hardin County (IL)","3,893","778","600","956","600 to 956","20.0","15.4","24.6","15.4 to 24.6","693","222","162","282","162 to 282","32.0","23.3","40.7","23.3 to 40.7","529","151","105","197","105 to 197","28.5","19.7","37.3","19.7 to 37.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,713","$37,448","$45,978","$37,448 to $45,978"
"2018","17","17071","Henderson County (IL)","6,626","748","575","921","575 to 921","11.3","8.7","13.9","8.7 to 13.9","1,182","190","138","242","138 to 242","16.1","11.7","20.5","11.7 to 20.5","842","123","82","164","82 to 164","14.6","9.8","19.4","9.8 to 19.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,632","$48,325","$58,939","$48,325 to $58,939"
"2018","17","17073","Henry County (IL)","48,216","5,558","4,623","6,493","4,623 to 6,493","11.5","9.6","13.4","9.6 to 13.4","10,667","1,767","1,409","2,125","1,409 to 2,125","16.6","13.2","20.0","13.2 to 20.0","7,912","1,205","940","1,470","940 to 1,470","15.2","11.8","18.6","11.8 to 18.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,042","$53,021","$63,063","$53,021 to $63,063"
"2018","17","17075","Iroquois County (IL)","27,083","2,669","2,040","3,298","2,040 to 3,298","9.9","7.6","12.2","7.6 to 12.2","5,826","966","686","1,246","686 to 1,246","16.6","11.8","21.4","11.8 to 21.4","4,300","644","429","859","429 to 859","15.0","10.0","20.0","10.0 to 20.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,247","$51,746","$58,748","$51,746 to $58,748"
"2018","17","17077","Jackson County (IL)","54,066","13,868","12,234","15,502","12,234 to 15,502","25.7","22.7","28.7","22.7 to 28.7","10,109","2,923","2,334","3,512","2,334 to 3,512","28.9","23.1","34.7","23.1 to 34.7","7,014","1,929","1,460","2,398","1,460 to 2,398","27.5","20.8","34.2","20.8 to 34.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,445","$39,436","$43,454","$39,436 to $43,454"
"2018","17","17079","Jasper County (IL)","9,525","972","745","1,199","745 to 1,199","10.2","7.8","12.6","7.8 to 12.6","2,176","336","243","429","243 to 429","15.4","11.1","19.7","11.1 to 19.7","1,600","237","164","310","164 to 310","14.8","10.3","19.3","10.3 to 19.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,552","$49,204","$59,900","$49,204 to $59,900"
"2018","17","17081","Jefferson County (IL)","35,564","5,811","4,880","6,742","4,880 to 6,742","16.3","13.7","18.9","13.7 to 18.9","8,195","2,093","1,693","2,493","1,693 to 2,493","25.5","20.6","30.4","20.6 to 30.4","5,839","1,310","997","1,623","997 to 1,623","22.4","17.0","27.8","17.0 to 27.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,425","$43,517","$51,333","$43,517 to $51,333"
"2018","17","17083","Jersey County (IL)","21,022","1,864","1,409","2,319","1,409 to 2,319","8.9","6.7","11.1","6.7 to 11.1","4,353","591","423","759","423 to 759","13.6","9.7","17.5","9.7 to 17.5","3,268","413","285","541","285 to 541","12.6","8.7","16.5","8.7 to 16.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,117","$53,069","$65,165","$53,069 to $65,165"
"2018","17","17085","Jo Daviess County (IL)","21,169","1,656","1,295","2,017","1,295 to 2,017","7.8","6.1","9.5","6.1 to 9.5","3,943","481","348","614","348 to 614","12.2","8.8","15.6","8.8 to 15.6","3,046","326","223","429","223 to 429","10.7","7.3","14.1","7.3 to 14.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,832","$54,025","$59,639","$54,025 to $59,639"
"2018","17","17087","Johnson County (IL)","11,150","1,364","1,036","1,692","1,036 to 1,692","12.2","9.3","15.1","9.3 to 15.1","2,259","371","262","480","262 to 480","16.4","11.6","21.2","11.6 to 21.2","1,664","251","168","334","168 to 334","15.1","10.1","20.1","10.1 to 20.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,884","$48,594","$59,174","$48,594 to $59,174"
"2018","17","17089","Kane County (IL)","528,042","45,180","39,578","50,782","39,578 to 50,782","8.6","7.5","9.7","7.5 to 9.7","133,943","15,962","13,383","18,541","13,383 to 18,541","11.9","10.0","13.8","10.0 to 13.8","99,798","9,968","7,836","12,100","7,836 to 12,100","10.0","7.9","12.1","7.9 to 12.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$79,834","$76,883","$82,785","$76,883 to $82,785"
"2018","17","17091","Kankakee County (IL)","104,428","16,873","14,814","18,932","14,814 to 18,932","16.2","14.2","18.2","14.2 to 18.2","24,525","4,949","3,993","5,905","3,993 to 5,905","20.2","16.3","24.1","16.3 to 24.1","18,038","3,269","2,487","4,051","2,487 to 4,051","18.1","13.8","22.4","13.8 to 22.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,884","$49,761","$58,007","$49,761 to $58,007"
"2018","17","17093","Kendall County (IL)","127,484","5,332","4,188","6,476","4,188 to 6,476","4.2","3.3","5.1","3.3 to 5.1","36,129","1,933","1,390","2,476","1,390 to 2,476","5.4","3.9","6.9","3.9 to 6.9","27,503","1,284","875","1,693","875 to 1,693","4.7","3.2","6.2","3.2 to 6.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$93,345","$87,190","$99,500","$87,190 to $99,500"
"2018","17","17095","Knox County (IL)","46,151","7,558","6,454","8,662","6,454 to 8,662","16.4","14.0","18.8","14.0 to 18.8","9,554","2,171","1,727","2,615","1,727 to 2,615","22.7","18.1","27.3","18.1 to 27.3","6,771","1,397","974","1,820","974 to 1,820","20.6","14.3","26.9","14.3 to 26.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,553","$41,024","$48,082","$41,024 to $48,082"
"2018","17","17097","Lake County (IL)","682,349","54,353","47,531","61,175","47,531 to 61,175","8.0","7.0","9.0","7.0 to 9.0","167,097","17,155","14,175","20,135","14,175 to 20,135","10.3","8.5","12.1","8.5 to 12.1","127,183","11,832","9,627","14,037","9,627 to 14,037","9.3","7.6","11.0","7.6 to 11.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$87,336","$85,186","$89,486","$85,186 to $89,486"
"2018","17","17099","La Salle County (IL)","105,852","14,384","12,258","16,510","12,258 to 16,510","13.6","11.6","15.6","11.6 to 15.6","23,125","4,665","3,810","5,520","3,810 to 5,520","20.2","16.5","23.9","16.5 to 23.9","16,973","3,174","2,506","3,842","2,506 to 3,842","18.7","14.8","22.6","14.8 to 22.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,063","$50,208","$57,918","$50,208 to $57,918"
"2018","17","17101","Lawrence County (IL)","13,328","2,326","1,821","2,831","1,821 to 2,831","17.5","13.7","21.3","13.7 to 21.3","2,893","605","440","770","440 to 770","20.9","15.2","26.6","15.2 to 26.6","2,085","427","294","560","294 to 560","20.5","14.1","26.9","14.1 to 26.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,767","$39,169","$48,365","$39,169 to $48,365"
"2018","17","17103","Lee County (IL)","31,139","3,148","2,462","3,834","2,462 to 3,834","10.1","7.9","12.3","7.9 to 12.3","6,531","936","659","1,213","659 to 1,213","14.3","10.1","18.5","10.1 to 18.5","4,842","644","433","855","433 to 855","13.3","8.9","17.7","8.9 to 17.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,915","$50,123","$59,707","$50,123 to $59,707"
"2018","17","17105","Livingston County (IL)","33,463","4,220","3,471","4,969","3,471 to 4,969","12.6","10.4","14.8","10.4 to 14.8","7,518","1,229","935","1,523","935 to 1,523","16.3","12.4","20.2","12.4 to 20.2","5,578","832","604","1,060","604 to 1,060","14.9","10.8","19.0","10.8 to 19.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,323","$54,019","$64,627","$54,019 to $64,627"
"2018","17","17107","Logan County (IL)","24,733","2,706","2,008","3,404","2,008 to 3,404","10.9","8.1","13.7","8.1 to 13.7","5,445","927","656","1,198","656 to 1,198","17.0","12.0","22.0","12.0 to 22.0","3,928","642","433","851","433 to 851","16.3","11.0","21.6","11.0 to 21.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,959","$48,201","$57,717","$48,201 to $57,717"
"2018","17","17109","McDonough County (IL)","26,576","5,821","4,857","6,785","4,857 to 6,785","21.9","18.3","25.5","18.3 to 25.5","5,007","1,145","852","1,438","852 to 1,438","22.9","17.1","28.7","17.1 to 28.7","3,691","774","555","993","555 to 993","21.0","15.1","26.9","15.1 to 26.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,887","$40,257","$45,517","$40,257 to $45,517"
"2018","17","17111","McHenry County (IL)","306,600","18,136","15,113","21,159","15,113 to 21,159","5.9","4.9","6.9","4.9 to 6.9","71,711","5,589","4,502","6,676","4,502 to 6,676","7.8","6.3","9.3","6.3 to 9.3","54,931","4,003","3,203","4,803","3,203 to 4,803","7.3","5.8","8.8","5.8 to 8.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$86,268","$81,446","$91,090","$81,446 to $91,090"
"2018","17","17113","McLean County (IL)","162,292","23,366","21,178","25,554","21,178 to 25,554","14.4","13.1","15.7","13.1 to 15.7","36,658","3,859","2,931","4,787","2,931 to 4,787","10.5","8.0","13.0","8.0 to 13.0","26,630","2,293","1,576","3,010","1,576 to 3,010","8.6","5.9","11.3","5.9 to 11.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$67,087","$64,082","$70,092","$64,082 to $70,092"
"2018","17","17115","Macon County (IL)","101,053","17,557","14,802","20,312","14,802 to 20,312","17.4","14.7","20.1","14.7 to 20.1","22,702","6,135","4,844","7,426","4,844 to 7,426","27.0","21.3","32.7","21.3 to 32.7","16,316","4,124","3,102","5,146","3,102 to 5,146","25.3","19.0","31.6","19.0 to 31.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,684","$47,911","$53,457","$47,911 to $53,457"
"2018","17","17117","Macoupin County (IL)","44,331","5,740","4,662","6,818","4,662 to 6,818","12.9","10.5","15.3","10.5 to 15.3","9,445","1,820","1,374","2,266","1,374 to 2,266","19.3","14.6","24.0","14.6 to 24.0","7,040","1,247","903","1,591","903 to 1,591","17.7","12.8","22.6","12.8 to 22.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,409","$48,576","$58,242","$48,576 to $58,242"
"2018","17","17119","Madison County (IL)","260,573","35,925","32,267","39,583","32,267 to 39,583","13.8","12.4","15.2","12.4 to 15.2","56,842","9,829","8,185","11,473","8,185 to 11,473","17.3","14.4","20.2","14.4 to 20.2","41,750","6,812","5,572","8,052","5,572 to 8,052","16.3","13.3","19.3","13.3 to 19.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,121","$57,390","$62,852","$57,390 to $62,852"
"2018","17","17121","Marion County (IL)","36,697","7,154","6,229","8,079","6,229 to 8,079","19.5","17.0","22.0","17.0 to 22.0","8,514","2,570","2,086","3,054","2,086 to 3,054","30.2","24.5","35.9","24.5 to 35.9","6,095","1,738","1,362","2,114","1,362 to 2,114","28.5","22.3","34.7","22.3 to 34.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,096","$41,816","$50,376","$41,816 to $50,376"
"2018","17","17123","Marshall County (IL)","11,242","1,066","853","1,279","853 to 1,279","9.5","7.6","11.4","7.6 to 11.4","2,249","306","229","383","229 to 383","13.6","10.2","17.0","10.2 to 17.0","1,659","195","135","255","135 to 255","11.8","8.2","15.4","8.2 to 15.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,422","$52,060","$62,784","$52,060 to $62,784"
"2018","17","17125","Mason County (IL)","13,318","1,948","1,587","2,309","1,587 to 2,309","14.6","11.9","17.3","11.9 to 17.3","2,748","642","485","799","485 to 799","23.4","17.7","29.1","17.7 to 29.1","2,062","457","339","575","339 to 575","22.2","16.5","27.9","16.5 to 27.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,764","$44,421","$53,107","$44,421 to $53,107"
"2018","17","17127","Massac County (IL)","13,826","2,377","1,913","2,841","1,913 to 2,841","17.2","13.8","20.6","13.8 to 20.6","3,047","796","600","992","600 to 992","26.1","19.7","32.5","19.7 to 32.5","2,282","515","362","668","362 to 668","22.6","15.9","29.3","15.9 to 29.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,783","$39,330","$48,236","$39,330 to $48,236"
"2018","17","17129","Menard County (IL)","12,096","1,092","857","1,327","857 to 1,327","9.0","7.1","10.9","7.1 to 10.9","2,661","386","285","487","285 to 487","14.5","10.7","18.3","10.7 to 18.3","1,979","272","194","350","194 to 350","13.7","9.8","17.6","9.8 to 17.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$74,872","$69,476","$80,268","$69,476 to $80,268"
"2018","17","17131","Mercer County (IL)","15,373","1,387","1,088","1,686","1,088 to 1,686","9.0","7.1","10.9","7.1 to 10.9","3,290","414","299","529","299 to 529","12.6","9.1","16.1","9.1 to 16.1","2,490","291","203","379","203 to 379","11.7","8.2","15.2","8.2 to 15.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,384","$52,761","$64,007","$52,761 to $64,007"
"2018","17","17133","Monroe County (IL)","33,931","1,446","1,097","1,795","1,097 to 1,795","4.3","3.3","5.3","3.3 to 5.3","7,506","322","232","412","232 to 412","4.3","3.1","5.5","3.1 to 5.5","5,588","197","135","259","135 to 259","3.5","2.4","4.6","2.4 to 4.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$88,481","$82,895","$94,067","$82,895 to $94,067"
"2018","17","17135","Montgomery County (IL)","26,092","3,754","2,938","4,570","2,938 to 4,570","14.4","11.3","17.5","11.3 to 17.5","5,605","1,126","832","1,420","832 to 1,420","20.1","14.9","25.3","14.9 to 25.3","4,153","736","515","957","515 to 957","17.7","12.4","23.0","12.4 to 23.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,138","$50,273","$56,003","$50,273 to $56,003"
"2018","17","17137","Morgan County (IL)","30,880","4,694","3,832","5,556","3,832 to 5,556","15.2","12.4","18.0","12.4 to 18.0","6,189","1,431","1,119","1,743","1,119 to 1,743","23.1","18.1","28.1","18.1 to 28.1","4,559","974","737","1,211","737 to 1,211","21.4","16.2","26.6","16.2 to 26.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,976","$44,293","$53,659","$44,293 to $53,659"
"2018","17","17139","Moultrie County (IL)","14,349","1,373","1,066","1,680","1,066 to 1,680","9.6","7.5","11.7","7.5 to 11.7","3,692","496","363","629","363 to 629","13.4","9.8","17.0","9.8 to 17.0","2,715","343","241","445","241 to 445","12.6","8.8","16.4","8.8 to 16.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,901","$53,585","$66,217","$53,585 to $66,217"
"2018","17","17141","Ogle County (IL)","50,250","4,223","3,290","5,156","3,290 to 5,156","8.4","6.5","10.3","6.5 to 10.3","11,207","1,259","898","1,620","898 to 1,620","11.2","8.0","14.4","8.0 to 14.4","8,409","860","585","1,135","585 to 1,135","10.2","6.9","13.5","6.9 to 13.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$61,794","$56,644","$66,944","$56,644 to $66,944"
"2018","17","17143","Peoria County (IL)","175,603","29,227","26,032","32,422","26,032 to 32,422","16.6","14.8","18.4","14.8 to 18.4","41,713","9,499","7,814","11,184","7,814 to 11,184","22.8","18.8","26.8","18.8 to 26.8","29,568","6,384","4,975","7,793","4,975 to 7,793","21.6","16.8","26.4","16.8 to 26.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,478","$53,284","$59,672","$53,284 to $59,672"
"2018","17","17145","Perry County (IL)","18,651","3,327","2,775","3,879","2,775 to 3,879","17.8","14.8","20.8","14.8 to 20.8","4,025","943","750","1,136","750 to 1,136","23.4","18.6","28.2","18.6 to 28.2","2,968","593","444","742","444 to 742","20.0","15.0","25.0","15.0 to 25.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,965","$44,798","$55,132","$44,798 to $55,132"
"2018","17","17147","Piatt County (IL)","16,312","1,192","965","1,419","965 to 1,419","7.3","5.9","8.7","5.9 to 8.7","3,651","299","220","378","220 to 378","8.2","6.0","10.4","6.0 to 10.4","2,686","195","136","254","136 to 254","7.3","5.1","9.5","5.1 to 9.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$67,460","$60,638","$74,282","$60,638 to $74,282"
"2018","17","17149","Pike County (IL)","15,071","2,129","1,702","2,556","1,702 to 2,556","14.1","11.3","16.9","11.3 to 16.9","3,416","669","484","854","484 to 854","19.6","14.2","25.0","14.2 to 25.0","2,480","473","329","617","329 to 617","19.1","13.3","24.9","13.3 to 24.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,815","$43,563","$52,067","$43,563 to $52,067"
"2018","17","17151","Pope County (IL)","4,106","763","593","933","593 to 933","18.6","14.5","22.7","14.5 to 22.7","491","133","97","169","97 to 169","27.1","19.7","34.5","19.7 to 34.5","359","96","66","126","66 to 126","26.7","18.3","35.1","18.3 to 35.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,053","$38,378","$47,728","$38,378 to $47,728"
"2018","17","17153","Pulaski County (IL)","5,447","1,074","816","1,332","816 to 1,332","19.7","15.0","24.4","15.0 to 24.4","1,168","390","279","501","279 to 501","33.4","23.9","42.9","23.9 to 42.9","830","272","187","357","187 to 357","32.8","22.5","43.1","22.5 to 43.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,400","$34,384","$42,416","$34,384 to $42,416"
"2018","17","17155","Putnam County (IL)","5,714","484","395","573","395 to 573","8.5","6.9","10.1","6.9 to 10.1","1,127","141","102","180","102 to 180","12.5","9.1","15.9","9.1 to 15.9","850","98","68","128","68 to 128","11.5","8.0","15.0","8.0 to 15.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$66,319","$60,295","$72,343","$60,295 to $72,343"
"2018","17","17157","Randolph County (IL)","27,850","3,834","3,046","4,622","3,046 to 4,622","13.8","11.0","16.6","11.0 to 16.6","6,125","1,090","799","1,381","799 to 1,381","17.8","13.0","22.6","13.0 to 22.6","4,443","729","508","950","508 to 950","16.4","11.4","21.4","11.4 to 21.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,607","$48,835","$58,379","$48,835 to $58,379"
